index,text,Sentiment,Political,Ideology,Immigration,Macroeconomic,National_Security,Crime,Civil_Rights,Environment,Education,Health_Care,Governance,No_Policy_Content,Asks_for_Donation,Asks_you_to_watch_something_share_something_follow_something,Misc,Makes_a_Factual_or_Verifiable_Claim,Expresses_an_Opinion
5166,let s build on our progress from the past 8 years,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5167,my dancingabc partner emmaslaterdance is a great teacher but shes got her work cut out for her dwts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5168,rt npr about tim kaine ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5169, realdonaldtrump has more support than the polls say ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5170, realdonaldtrump is temperamentally unfit to be president watch ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5171,both candidates were asked about how they d confront racial injustice only one had a real answer ,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5172,but my greatest compassion will be for our own struggling citizens my plan is the exact opposite of the radical and dangerous immigration,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5173,rt berniesanders trump must be stopped and we re the best campaign to beat him i am confident i would win ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5174,democrats vote to bind most superdelegates to state primary results,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5175,not so fun fact mike pence is just as discriminatory as realdonaldtrump ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5176,rt glennkesslerwp and trump again falsely takes credit for something nato was already planning to do,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5177, news indiana senate race tightens as republicans take on bayh,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5178,this was a decision made not in dc but back home in west miami over fathers day weekend w my wife amp our 4 children,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5179,trump lied 16 times in the first debate here are the top five trumplies,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5180,join me in redding california tomorrow at 1 00pm trump2016 tickets,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5181,our next president will either step up our efforts to address climate change or drag us backward and put our whole future at risk ,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5182,cleveland what a ride it s been let s win it all next year congrats to the cubs amp their passionate fans on a hard fought series ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5183,inflammatory anti muslim rhetoric hurts the vast majority of muslims who love freedom and hate terror its wrong and it s dangerous ,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5184, fullrepeal and pass meaningful reforms that make healthcare more personal portable and affordable ,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5185, hillaryclinton realdonaldtrump made millions building things how did you make your millions ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5186,last night summed up this election is crucial make sure youre registered to vote ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5187, hillaryclinton on birtherism we know who donald is there is no erasing it in history,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5188, hillaryclintons use of bleachbit clear sign she deliberately misled authorities and public regarding her emails ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5189,i m standing up for kentucky so we can protect our jobs downsize big government and give our children a better fu,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5190,the houstonchron endorsed mittromney in 2012 here s why they re endorsing hillary in 2016,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5191, trumpdynastyusa you should join the trumptrain sign up today ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5192,i ll be the city club of cleveland july 15th talking rnc amp dnc it will be live streamed as well at noon,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5193,happy veterans day to all the brave men and women who ve served and continue to serve in the armed forces we can t,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5194,give and do what you can to support our neighbors in louisiana to help them recover and rebuild here are three orgs that have 1 3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5195,just leaving d c had great meetings with republicans in the house and senate very interesting day these are people who love our country ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5196,agree that hillaryclinton should shut down the clinton foundation add your name here gt ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5197,these are the facts ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5198,i hope you have a blessed holiday season and wonderful 2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5199,don t believe anyone who tells you we cannot change the status quo nodapl ,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5201,an assault on our values a new low plays into isis s hands newspapers react to trump s orlando speech ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5202, theeconomist trump is trampling over the unwritten rules that american democracy thrives on ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5203,show realdonaldtrump that his hateful words have a cost chip in 1 every time he lies,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
5204, news is the world becoming safer late last month the government of colombia and the nations largest guerr ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5205,another clinton lie clinton says she won t add a penny to the national debt that s highly unlikely ,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5206,progressives mount fight to abolish superdelegates ahead of dnc,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5207,as i said earlier clinton and her agenda are responsible for the destruction of the coal industry ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5208,very sad that a person who has made so many mistakes crooked hillary clinton can put out such false and vicious ads with her phony money ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5209,rt guycecil america is greater than donald trump americans deserve more than a trump presidency ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5210,rt bencjacobs and trump is now taking a shot at jeb bush,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5211,rand paul discusses business during london stop standwithrand stillranding,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5212,i welcome majority leader mcconnell s decision to block a vote on the tpp ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5213,rt edatpost shhh ryan tells the room oh now you re going to shush us a delegate shouts back ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5214,is this racist realdonaldtrump easy question ,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5215,in open letter tech leaders lambaste realdonaldtrump s candidacy ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5216,rt joegramc this should be a great thecityclub forum unconventional rnc dnc and the 2016 election at thecityclub,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5217,i hope trump tells us tonight why amidst huge inequality he thinks we should give huge tax breaks to billionaires debatewithbernie,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5218,politifact top 0 1 would be big winner under realdonaldtrump s tax plan,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5219,hillary understands climate change is real and creating devastating problems trump believes we should expand fossil fuel production ,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5220,great meeting w rnc today about platform give your input make it known ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5221,obamacare limited choice amp now that limited choice will get more expensive,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5222,truckers for trump,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5223, washingtonpost ed board the hillaryclinton email story is out of control ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5224,rt capehartj there s no stopping a thin skinned president trump from going nuclear ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5225,congrats to this year s agiscool winners we will enjoy the works of these young artists in our office all yr long ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5226,i am so proud of these kids ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5227,using alicia m in the debate as a paragon of virtue just shows that crooked hillary suffers from bad judgement hillary was set up by a con ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5228,rt hillaryclinton when hillary learned that the families of the fallen were only promised 12 000 in benefits she took action https t,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5229, news what did donald trump reveal about progress for women ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5230,rt msparx06 supersaturday is rolling in pensacola crushing calls for marcorubio marcomentum finishstrong,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5231,happy birthday to the usarmy thank you for 241 years of fighting for freedom at home and across the globe,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5232,if we stand together there s nothing we can t do make sure you re ready to vote ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5233,trump rails against other countries and talks about making america great but his own products are made in places that arent named america ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5234,the reviews are in the alt right anti immigrant fringe applaud trump s speech ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5235,appreciate the congrats for being right on radical islamic terrorism i don t want congrats i want toughness amp vigilance we must be smart ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5236,rt orndorfftroyan sen graham shares his own townville story,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5237,rt carsonscholars happy flashbackfriday take a look at realbencarson and candycarson handing out awards back in 1999 education htt,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5238,while nigel farage appears with realdonaldtrump tonight trump didn t know what brexit was in june ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5239,if we are truly serious about leaving a planet that is habitable for our grandchildren we must keepitintheground ,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5240,i guess after this email revelation debbie wasserman shultz realized she was about as popular as a mosquito in rio and swatted herself ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5241, senatorreid we can only assume mcconnellpress agrees with trumps view that women are dogs and pigs ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5242,icymi unconventional rnc dnc and the 2016 election at the city club of cleveland,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5243,the decision to have an abortion is a right of any woman without interference from politicians ,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5244, news questions about hillary clintons health are soaked in gender bias,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5245,funny if you listen to foxnews the democrats did not have a good day if you listen to the other two they are fawning what a difference,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5246,another day another lie trumplies that clinton only recently pledged to renegotiate nafta ,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5247,rt daveforiowa thank you senator hatch for hosting dave and martinomalley in des moines today we are ready to elect dems up and down t,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5248,too many of america s veterans fall victim to suicide let s helpohioheroes ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5249,rt creynoldsnc statement from jmpalmieri on trump s latest act of desperation,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5250,rt astro tim a little reminder of home on space station texas longhorns,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5251,hillary clinton is pivoting towards the general and priorities is ready to contrast her record with donald trumps ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5252,congrats to the cubs,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5253,because that makes sense ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5254,you can also listen to the first episode of with her by streaming here ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5255,looking forward to working with the legislature to continue moving ohio forward as the 132nd general assembly begin,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5256,sen randpaul highlights the ridiculousness of 12 billion dollars spent on collecting taxes,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5257,check out our powerful new tv spot titled the enemy featuring a former navy seal ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5258,awkward ,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5259, news is the fever finally breaking maybe matt lauer did us a favor ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5260, jackpolakoff you should join the trumptrain sign up today ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5261,on call now with eoc and nwsnhc on hurricanehermine landfall expected around midnight with storm surge 6 to 9 feet 15 inches of rain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5262,rt cr heres how tedcruz wants to stop islamic terror,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5263,usnavy happy 241navybday,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5264,alton sterling matters philando castile matters black lives matter ,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5265,as president i will set a national goal of ending the hiv epidemic in the u s by the year 2025 read my plan,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5266,unbelievable crowd of supporters in virginia beach virginia thank you next stop cleveland ohio ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5267, rudy says hillaryclinton is above the law ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5268,obama s nod of a us ambassador to cuba should go nowhere until the castro regime makes significant progress on human rights amp pol freedom,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5269,we believe in bringing people together not dividing them up ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5270,will be on newsroom at 10am et on fox news and varney on fox biz at 10 45 am watch both and get free syrup w pancakes at ihop,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
5271,an un happy anniversary to the benghazicommittee see the numbers here ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5272,reports suggest that trump is unhappy with mike pence for winning the vpdebate via ezraklein ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5273,rt walshfreedom the left hates free speech this is bull freemilo ,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5274, gop mulling overhaul of primaries how about making minnesota puerto rico and d c the first three primaries ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5275,crooked hillary clinton is 100 owned by her donors imwithyou maga,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5276, news people who oppose gay marriage are less likely to value expert opinion,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5277, news do trigger warnings work jay ellison the dean of students at the university of chicago made national ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5278,rt literally trump she doesn t quit she doesn t give up she s a fighter donald trump on hillary clinton tonight,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5279,a job must lift workers out of poverty not keep them in it the current federal minimum wage of 7 25 an hour is a starvation wage,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5280, where did the clinton foundation end and the state department begin ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5281,rt nationalnurses join nurses amp other activists in protecting healthcare for all find a rally near you ,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5282,we have to stop out jobs from leaving rt to spread the word debates,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5283,i m disappointed and dismayed that allies of hillary clinton beat back democratic party platform proposals on trade ,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5284,the gop will survive without george ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5285,civility 2016 detroit free press op ed page editor calls for murdering republicans who support charter schools,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5286,wow my campaign is hearing from more and more bernie supporters that they will never support crooked hillary she sold them out v p pick ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5287,rt justinbarasky priorities is partnering w latinovictoryus in nv amp votolatino in fl on the new spot,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5288,rt thebriefing2016 most of trump s merchandise is made in just about everywhere except the usa,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5289, trumplies falsely claims hillary clinton created isis debatenight,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5290,we dont want to turn against each other we want to work with one another we want to set big goals in this country strongertogether,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5291,rt literally trump just read the screen ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5293,rt maggienyt priorities usa raised 21 mill in august,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5294, hillaryclinton supports common sense gun safety reforms that will keep guns away from terrorists domestic abusers criminals debatenight,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5295, standwithrand freemarkets smallgovernment randpaul,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5296,rt randpaul last stop of the day florence discussing how we keep our liberty amp security w out going further into debt ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5297,scheduled to speak with cnn for a few minutes today starting at 10 55 am,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5298,our president should fight for families not just themselves hillary speaks on the economy live from ohio ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5299,rt justicewillett we are only in the outset of the campaign of liberty sam houston inaugurated 1st president of the republic of texa,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5300,trump is happy warrior hillary is angry lady in neighborhood who didnt answer the door on halloween night it s the trump vs the grump ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5301, everybody gets knocked down in life the real test is whether you get back up dust yourself off and keep going hillary,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5302,rand paul calls on hillary clinton to apologize for coal job losses,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5303,rt politifact 4 pants on fire i watched in jersey city nj where thousands and thousands of people were cheering on 9 11,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5304,rt enquirer the enquirer editorial board is endorsing hillary clinton for president breaking a nearly century long tradition of endorsin,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5305, realdonaldtrump seems to suffer bouts of amnesia when it comes to his own statements ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5306,we know that one hateful person committed this terrible crime not an entire people or an entire religion ,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5307,trump says he wants to make america great again but his real message remains make america hate again ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5308, donald trump and his presidential candidacy are directly screwing you ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5309,everything weve worked toward comes down to today rt this if you re voting for hillary ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5310,heartbreaking floods in beautiful ellicott city last night here s a great way to pitch in ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5311,ohio s thoughts and prayers go out to the ohio state community be safe listen to first responders ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5312,edison the wright brothers john glenn innovation and adventure is nothing new to ohio ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5314,rand paul ties release of 9 11 docs to defense bill,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5315,wow wisconsin sunsets are the best ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5316,we got alex 21 wisconsin beers amp a beer cap map for his 21st birthday happy birthday alex,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5317,monday 11 7 2016 scranton pennsylvania at 5 30pm,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5318,poll voters trust hillaryclinton more than realdonaldtrump on key issues,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5319, gop hand wringing hits fever pitch republicans wonder if trump can recover from worst week ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5320,to put it mildly ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5321,visit,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5322, hillaryclinton said today that elizabethforma has pegged realdonaldtrump for what he is imwithher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5323,daily reminder that trump only cares about himself and making a profit ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5324,the remarkable thing is how unremarkable trumps appeals to racist division have become ,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5325,news update i dont want to be inspiring forging an identity apart from my disability is hard enough misg ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5326,new video trump and pence are called morons for their dangerous putin admiration,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5327,we will make america great again gopconvention rncincle trumpiswithyou,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5328,join sarahemcbride and activists across the country in supporting lgbt rights this november ,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5329, donald trump looks at a distinguished judge born in indiana and he sees a mexican not an american hillary,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5330,this is what history looks like strongertogether imwithher nytimes,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5331,here is moving video of the late jose fernandez when he was reunited with his grandmother in 2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5332,rt nobarriers2016 but nobody ever accuses me of quitting hillyes,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5333,why boulderweekly endorsed hillaryclinton ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5334, standwithrand randpaul,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5335, trump repeats lie that he opposed iraq war ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5336,rt brianefallon statement from johnpodesta in response to comey letter to gop chairmen,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5337,trump has heavily benefited from foreign labor and constantly put profits rather than america first ,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5338,rt rareliberty sen randpaul says his gun proposal might prevent tragedies like the attack in orlando ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5339,three time world all around champion simone biles is set to make history at the olympics good luck simone ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5340, poltico trump has built a cottage industry around stretching the truth donald trump is unfit ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5341,96 years ago today women won the right to vote but theres still work to be done,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5342,thanks for your help ashley ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5343,why because america deserves better rncincle,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5344,given the crises we face income inequality climate change student debt this moment in history is not the time for a protest vote ,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5345,funeral to be held for veteran without loved ones public welcome ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5346,not a single living president has endorsed donald trump ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5347,and this is surprising how ,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5348, he said he doesn t like jews and that he doesn t like the way they raise their kids to be whiney brats ,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5349, news friday night music im with her does dylan a bit of harmony for a disharmonious time ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5350,we know that giving millionaires huge tax breaks doesn t help our economy so why would we try it again donald ,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5351,trump uses his foundation to pay for things with other people s money ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5352,president obama should have gone to louisiana days ago instead of golfing too little too late ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5353, allrepublicans help realdonaldtrump buildthewall,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5354,not paying taxes makes trump just another greedy billionaire who avoids paying his fair share of taxes while childr,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5355,showing our support for law enforcement at the wisconsin executive residence ,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5356,thanks for your support ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5357,thank you scottwalker americafirst rncincle,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5358,dont let potus down register to vote today ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5359,day 23 in 50 days of trumplies,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5360, trump returns to his old standbys xenophobia hate lies and yes mass deportations ,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5361,paying for college shouldnt be the hardest part of going to college ,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5362, natesilver election update the case for and against democratic panic,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5363,dear superdelegates don t deny democracy,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5364,show your support for donald trump sign the petition today ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5365,rt timkaine no major party nominee has been as unfit to be president of the united states as donald trump heres why ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5366,icymi ted cruz doesn t seem to get the whole party unity thing rncincle hoped for,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5367,your gop presidential nominee responding to a terrorist attack with lies and conspiracy theories ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5368,the attack on mosul is turning out to be a total disaster we gave them months of notice u s is looking so dumb vote trump and win again ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5369,rt regated its always darkest before thedon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5370,thank you on my way ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5371,how many trump products were made overseas heres the complete list from myhlee ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5372,news update independence day for a scared nation uzbeks have never known their country without their longtim ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
