,X,id,text,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder2.coder,src
164,3119,697144557943681024,My conservative alternative to Obamacare focuses on restoring power to patients &amp; doctors: https://t.co/BCRAScw8fe https://t.co/7chHkLdcOl,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,stan,christianchristian
165,3138,687113688399134976,"Listening to @rushlimbaugh on way back to Jury Duty. Fantastic show, terrific guy!",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
166,3169,719911554137739008,"RT @kwteaparty: Join KWTP tomorrow night with Ted's Texas Iowa Strike Force Director, .@TXTylerNorris at https://t.co/EMsi1bmdIN https://t.",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,stan,christianchristian
167,3195,702225934254931968,An Iran with nuclear weapons poses an unacceptably high risk of murdering millions of Americans or our allies: https://t.co/7XNWDDgmDV,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,stan,christianchristian
168,3306,622936297498407040,RT @robkob: The time is now for conservatives to unite behind @TedCruz! Join the #CruzCrew at https://t.co/e1qfuYKiye &amp; https://t.co/MPKgS8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,stan,christianchristian
169,3342,654118384121065984,I have a plan to grow the economy and fight international terrorism - #growthcode....www.gilmoreformeramerica.com https://t.co/FA3jFL09fH,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,stan,christianchristian
170,3345,709155368614498048,The National Border Patrol Council (NBPC) said that our open border is the biggest physical &amp; economic threat facing the American people!,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,stan,christianchristian
171,3498,721145104610828032,RT @glennbeck: Ummm excuse me sir I'm trying to do a radio show... @tedcruz crashing my radio show at MY HOUSE TODAY!! https://t.co/nKNFUxw,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,stan,christianchristian
172,3500,667148166253425024,Today is #ATimeForTruth. Its a time to stand up to the Washington power brokers  including those in the Republican party #BelieveAgain,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
173,3581,587815511737639040,RT @EmilyRPeck: This is why we should pay attention to Bernie Sanders on Social Security http://t.co/EfO8UmdygP via @HuffPostBiz,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,stan,christianchristian
174,3647,687788271062089984,We have a Congress that is dependent on the tiniest fraction of the 1% to fund their campaigns. @Lessig #FixDemocracyFirst,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christian,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,stan,christianchristian
175,3666,699776969282424960,"You cant hide your profits in the Cayman Islands and other tax havens, while there are massive unmet needs on every corner of this nation.",-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,stan,christianchristian
176,3697,7.20796E+17,Ill be back in the Granite State this week working hard to win every vote. Join us  https://t.co/80v4yvF70N https://t.co/tKzCKoYzEu,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,stan,christianchristian
177,3764,717008092991331968,RT @FoxBusiness: .@GovMikeHuckabee says America needs to end regulations that hurt good financial decisions. #GOPDebate https://t.co/KyPfqx,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,christian,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,stan,christianchristian
178,3835,652160778112397056,RT @johnpodesta: Just chilling... in Cedar Rapids! Great lunch with @HillaryforIA volunteers &amp; staff. https://t.co/3P41e0lbwc,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
179,3866,677125843265588992,Policy I think Marco Rubio and Hillary Clinton are very similar. They believe in regime change... #StandWit... https://t.co/WnkoGvawUX,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,stan,christianchristian
180,3941,644350097195532032,"RT @kailanikm: This is the scene for @JohnKasich at Villanova in PA, the day after he won the Ohio primary. Big overflow too. https://t.co/",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,stan,christianchristian
181,4039,687823232083181952,Proper approach is a POTUS that defends this country &amp; goes after terrorists rather than showing weakness #GOPDebate https://t.co/P0JFj75Brt,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,stan,christianchristian
182,4064,695306334128845056,@mikeraygil Thanks for signing!,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
183,4136,674383727443779968,"""@Enlighten2881: @ukcatwoman52 @ericnlin @AC360 How come Rubio&amp;Cruz are going to turn America around but did nothing in the Senate for USA?""",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
184,4313,611171465933623040,RT @SEIU: .@MaryKayHenry getting SEIU Iowa members fired up before hitting the doors for @HillaryClinton #ImWithHer https://t.co/Lzm61pwX06,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,stan,christianchristian
185,4338,629673222267506944,RT @billclinton: #HappyMothersDay to @HillaryClinton &amp; @ChelseaClinton and to all moms everywhere.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
186,4355,650112748055990016,What is Hillary's greatest accomplishment? Here's a list from 20 top American leaders and strategists: http://t.co/CQ4ALy1AZX,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
187,4365,711040837036155008,#DefundPlannedParenthood: https://t.co/LErUGUiI2I https://t.co/3K75btlWJW,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,stan,christianchristian
188,4427,681226473668132992,New CBS poll. #Trump2016 https://t.co/sFPRHHeLbd,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,stan,christianchristian
189,4434,659080438867206016,"RT @NVGOP: @AdamLaxalt is touring Nevada tomorrow, for @tedcruz   https://t.co/xr0s5yGeUy Check all events here https://t.co/SOnvjK9VFU",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,stan,christianchristian
190,4465,657938622428017024,Were proud and honored to have International Brotherhood of Electrical Workers Local Union 357's support in Nevada.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
191,4493,714399951992652032,Sanders said only black lives matter - wow! Hillary did not answer question!,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,stan,christianchristian
192,4503,695098545775378048,WATCH: A behind-the-scenes look at life on the trail and at home in Miami. http://t.co/zsfw06fXZT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,stan,christianchristian
193,4518,692156235345457024,URGENT: Please help boost this important @ThunderclapIt scheduled tomorrow &amp; support @Lessig! https://t.co/aU401IuZhD http://t.co/N4mIdSvhp8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,stan,christianchristian
194,4527,656553195133506048,"RT @JJSchaible: Look who arrived early to the #TrumpIsDisqualifiedParty to set up the bar. Leading as always, @GovernorPataki. https://t.co",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
195,4570,699271939223715968,"RT @FoxNews: .@RandPaul: ""I want a strong national defense, but I don't want us to be bankrupt."" #GOPDebate",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,stan,christianchristian
196,4716,661296962327715968,RT @bobby9dy8: #LibertyNotHillary #RandPaul2016,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,stan,christianchristian
197,4739,695298607436557952,Wear your support for the #CruzCarly2016 ticket! Order your shirt now: https://t.co/YssLaLWHOP https://t.co/nRomImtbet,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,stan,christianchristian
198,4882,669692360465513984,Watch LIVE now: https://t.co/9gZgxAS14n #BernieInMN  https://t.co/Ckra6R94zD,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christian,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,stan,christianchristian
199,4969,664274446761479936,The planet can't wait for a political revolution. We need real solutions to fight climate change now. https://t.co/Jb7DXwL9WS #DemDebate,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,christian,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,stan,christianchristian
200,4999,644904111096365056,RT @ABC: Ted Cruz completes sweep of Colorado delegates https://t.co/mbMn6W6Psj https://t.co/BZstC0FGwk,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,stan,christianchristian
201,521,7.09E+17,Trump University duped everyday Americans  and Donald Trump made millions off of it. https://t.co/bt8WUbt9gq,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
202,557,6.89E+17,RT @chrisschrimpf: Another good crowd in Keene for @JohnKasich . Little snow didn't stop anyone #fitn https://t.co/Ta6xLLO6sx,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
203,614,6.07E+17,Want to design a bumper sticker for our campaign? Submit your design by September 2nd! https://t.co/3a5CzwQ71A http://t.co/kqEEzMap4K,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
204,640,6.13E+17,The Senate's failure to ban late-term abortions for pain-capable children is tragic. Protecting them will be a priority when I'm in the WH.,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
205,824,7.00E+17,Women came together across NH to talk to voters about pay equity and many important issues. #nhpolitics https://t.co/ngWDqkLt1r,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,christopher,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
206,863,6.88E+17,@Lindzcook Start with info@lessigforpresident.com and someone will put you in touch!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
207,888,6.36E+17,9.  Appointed an attorney general who thinks speech against Muslims is a bigger threat than terrorism.,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
208,1019,6.78E+17,"""We need to defend the progress weve made under President Obama and build on it."" Hillary at #IDPJJ",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
209,1035,7.36E+17,"""@shawnslawns4u: @terrykimk93 @WSJ this coming election is THE MOST IMPORTANT PRESIDENTIAL ELECTION in my lifetime VOTE FOR TRUMP""",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
210,1059,6.09E+17,"RT @NASA: Zoom into Pluto &amp; discover mountains, seen during yesterday's @NASANewHorizons #PlutoFlyby: http://t.co/6QLXLxiW0o
https://t.co/t",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
211,1082,6.93E+17,"We don't elect kings, we elect servants. #GOPDebate #ImWithHuck",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
212,1112,5.98E+17,Gov @JohnKasich was at @NewEngCollege today for a Town Hall event - Talking abt how to strengthen America #FITN http://t.co/rifRYxCbkp,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
213,1204,6.54E+17,"RT @CNNPolitics: .@GovernorPataki on Donald Trump: ""We don't need someone who is going to divide us"" @NewDay http://t.co/NvA25brMNJ http://",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
214,1370,6.86E+17,You never know who you're going to to run into at @FoxNews - good to see @ScottWalker on the set of @foxandfriends! http://t.co/8n3nXIZtuT,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
215,1376,6.52E+17,"Join me tomorrow! #Trump2016 
#MakeAmericaGreatAgain 

Omaha, Nebraska:
https://t.co/2OWQIlNutu

Eugene, Oregon:
https://t.co/oroTbvsNdQ",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
216,1420,6.73E+17,"Carlys the candidate who will defeat Hillary and should be heard on Saturday. RT if you agree.
https://t.co/8CcUidho9s",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
217,1454,6.60E+17,".@DavidIRamadan So important to help families prepare for the school year. More 2015 state sales tax holidays, http://t.co/nduoXyJD5e.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,christopher,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
218,1575,6.31E+17,"""To the LGBT community: please know that you have millions of allies across our country. I am one of them. Hillary https://t.co/MmaGjrSufr",1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
219,1578,6.85E+17,Listen to Rs talk about military funding and remember what Eisenhower said about power of the military-industrial complex. #DebateWithBernie,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,christopher,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,emily,christopheremily
220,1659,5.93E+17,"RT @hardball: . @RandPaul: Rubio, Clinton both neoconservatives https://t.co/Z5o858x8xI https://t.co/7VhHaO6iyO",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
221,1712,7.01E+17,"Most imptly, we must grow our economy b/c if our children &amp; grandchildren can't find good-paying jobs, everything else=political theater.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
222,1799,7.30E+17,America can no longer delay while the Islamic State continues to persecute the free world. Read my plan: https://t.co/vHkBR49TQ0,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,emily,christopheremily
223,1864,7.07E+17,"It's a beautiful day out for our Concord, NH campaign office opening. http://t.co/Pr96zOsMR0",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
224,1876,6.42E+17,Thank you Republican Party of Crawford County! #CruzCountry http://t.co/Xh2aWq0UCC,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
225,1883,7.03E+17,@DocMomMN: Just made a donation to Rick Santorum for President https://t.co/2mcvxMouZ0   Thank you!,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
226,1907,6.36E+17,@d1g1_ @lessig ooh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
227,1933,7.04E+17,".@LindseyGrahamSC was on @foxnewsradio this morning to talk about why he joined our team. Watch:
https://t.co/GJIrfMaH6d",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
228,1979,6.56E+17,Stories like Denishas are why we need more choice in education. https://t.co/0o18TVjjvj http://t.co/we9SU6fcK8,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,emily,christopheremily
229,1988,6.74E+17,RT @HillaryforIA: How the #IDPJJ crowd welcomed Hillary to the stage for her big speech! #HillYes https://t.co/PjFTk8exNU,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
230,1992,6.37E+17,"#ChooseCruz to repeal Obamacare, pass a simple flat tax, and #AbolishTheIRS: https://t.co/5IfTRn1okv",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,emily,christopheremily
231,2184,7.25E+17,Statement on tonight's #GOPDebate: https://t.co/ELfhJukDoD,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
232,2192,6.21E+17,"""@twister2445: @realDonaldTrump all I heard from the debate is a pathway to citizenship for all and taking our guns away. #tryme!!""",-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
233,2199,6.82E+17,"Looking forward to seeing @Rockingham County Dems tonight in Exeter, NH #chafee2016 #nhpolitics @NHDems",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
234,2250,6.84E+17,Health care that kills jobs isn't caring for our health. We need a plan that saves jobs: http://t.co/hMsPCWybS7 http://t.co/aNLVgsfU77,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,christopher,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
235,2304,6.39E+17,RT @YahooPolitics: .@LindseyGrahamSC vows to engage in tough diplomacy https://t.co/0upq9S80cy by @hunterw https://t.co/Hac2Np4aJV,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
236,2310,6.05E+17,Read @JohnKasich 's full interview (Skimmterview?) here! @theskimm #Skimm https://t.co/bb0vjmBFmR,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,christopheremily
237,2346,6.76E+17,RT @KYGOP: POLLS ARE OPEN. Make your voice heard and vote for our incredible slate of GOP candidates. Lets rack up wins! https://t.co/tik8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
238,2601,6.17E+17,"New Hampshire, I'm looking forward to spending 10 days in your state with my new leadership team: http://t.co/ZFYQhSqree #fitn",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
239,2614,6.88E+17,RT @meganspecia: Mini concert from @MartinOMalley at his Osage rally https://t.co/nNCFa6eWBL,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
240,2651,6.33E+17,"Big thanks to Caleb Humphrey in our Ames, Iowa office who made 2,016 calls this week for our campaign! #iacaucus  https://t.co/mjc6ha1frf",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
241,2687,6.95E+17,Always have been &amp; always will be in favor of defunding @PPact &amp; their destruction &amp; now exploitation of human life. https://t.co/sL8LWW3w0b,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,christopher,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
242,2731,6.39E+17,Sizing up our next campaign vehicle! #FiTN https://t.co/WNvGxpgfQZ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
243,2748,6.29E+17,The gun control Op-Ed is typical liberal claptrap from the @nytimes https://t.co/AwQJQm5X2g via: @FaceTheNation,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
244,2815,6.30E+17,"#SanctuaryCity: Administration complicit disregard for our laws, derelict in duty to protect American life &amp; property http://t.co/00rjKA7lDL",-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,christopher,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
245,2869,7.04E+17,Tnx to our hardworking volunteers who are headed to New Hampshire this weekend! Join them: https://t.co/9KYo3NxYRp. https://t.co/7guEIBMQ6s,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
246,2887,6.90E+17,"Here's how I'll shake up Washington: End corporate welfare. Balance the budget. Bold tax reform. Regulatory reform.
https://t.co/cj97fbhOMu",1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
247,2938,6.27E+17,"The first 100 Days in less than 90 seconds.

#Kasich4Us
https://t.co/wfSwsEZPRP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
248,2941,6.39E+17,@marcoscopic Sorry about that Marcos. We need a bigger venue!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
249,3042,6.58E+17,A way to provide banking opportunities for low-income communities is to allow the U.S. Postal Service to engage in basic banking services.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
250,3112,6.39E+17,"Now we know what a good result is to Donald Trumphe gets his, and you get hurt. Hillary",-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
