,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src
155,.@PeterRoskam and the @HouseBenghazi panel are using their positions to push GOP goals: http://t.co/NUFHw5PwJM,655063436456398848,10/16/2015 16:51:08,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
156,".@PeterRoskam asked about Admin policy toward Libya, nothing re Benghazi #BenghaziHearings https://t.co/zuFk9MeKZq https://t.co/VOOV7fJdEB",657223900208607232,10/22/2015 15:56:03,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn
157,".@realDonaldTrump delivers low-energy speech, uses ""stupid boards"" to make... a point? https://t.co/W898GxiGAQ",763546860367642624,8/11/2016 1:25:32,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
158,".@SenatorReid said Trump's remarks were ""un-American, ""hateful,"" and ""vicious."" #ImWithHer https://t.co/s8M7gptmST",742777260474834944,6/14/2016 17:54:33,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
159,".@tedcruz's endorsers include ""conspiracy theorists, bigots and birthers"" https://t.co/Cl2tDkU82G",708424114202132480,3/11/2016 22:47:25,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
160,".@WashingtonPost: ""Ricketts family gives more than $5 million to Walker super PAC"" http://t.co/raZTeAf69d #Walker16",627129535880921088,7/31/2015 14:51:47,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
161,".@washingtonpost: Pages remarks put him, like Trump, at sharp odds with... traditional Republican policy circles. https://t.co/KaIwr781tF",752569522104729600,7/11/2016 18:25:30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
162,.@washingtonpost: Why some Republicans are feeling shame https://t.co/LhfWcmkxyr,714491938725040128,3/28/2016 16:38:47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
163,"""A little bit of mercy makes the world less cold and more just."" -- @Pontifex #PopeInDC http://t.co/0oACN5Bchp",647044089259552768,9/24/2015 13:45:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
164,@BloodyAmer1can More people need to learn about @BernieSanders! Help us spread the word with this Thunderclap http://t.co/Qt2q9db4hd,650742349367259136,10/4/2015 18:40:40,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,christopherlauryn
165,@lnichols8 .@RealDonaldTrump will #MAGA WATCH https://t.co/eLZy3J4y0G,766386474828824576,8/18/2016 21:29:09,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn
166,@mercier_mike @switherel @sandyaschneider Have you heard some of the things that Trump supporters say?,705838529784344576,3/4/2016 19:33:14,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
167,@realDonaldTrump Ted Cruz is living #rentfree in your head #Trump #tcot #PJNET,688555370860511232,1/17/2016 2:56:07,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
168,#CruzCrew from an early age. Future president here??? #TedCruz2016 https://t.co/wQtNFMUYT4,692935960544280576,1/29/2016 5:03:01,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
169,#ICYMI The @GOP's record on #immigrationreform is a mess. http://t.co/nlxivXOLZU #CNNdebate,644320607677628416,9/17/2015 1:22:58,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn
170,"#Trump had an interview with @60Minutes. Oh, and @mike_pence was there too.
WATCH:
https://t.co/Fyk7dnhDMa",754888068591603712,7/18/2016 3:58:35,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
171,"#Trump on Hillary's Secret Service: ""Take their guns away, let's see what happens to her."" https://t.co/3Xlp5uy5dQ",776916749568487424,9/16/2016 22:52:42,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
172,#Trumplies: Fact Check: Donald Trump Lies that He Has Great Respect for Women #Debates https://t.co/n3A0D2WI4A,785288076193128448,10/10/2016 1:17:21,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
173,A not-so-happy #EarthDay from @realDonaldTrump and @tedcruz: https://t.co/OT3f0JwMq6,723566264568938496,4/22/2016 17:36:55,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
174,"CourageousConservativesWanted in #Kansas
https://t.co/tlr35bdPkZ
http://t.co/EX5Ch39d44
#CruzCrew wants YOU http://t.co/OGsOhvJXZ3",593169685492838400,4/28/2015 21:47:28,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
175,"Deputy Inspector General Emilia DiSanto, a former GOP aide, should recuse herself: https://t.co/ADhTyhfvCa",705070934336507904,3/2/2016 16:43:04,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
176,Even more proof that hes a con-man who shouldnt be trusted  https://t.co/9kSFkORjEQ,773950469798522880,9/8/2016 18:25:45,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
177,Full list of @GOP hopefuls lining up to support Muslim-bashing @realDonaldTrump as Republican nominee. #GOPDebate https://t.co/lihDtB8ZUB,687778648301113344,1/14/2016 23:29:42,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
178,"How many ""Pants on Fire"" lies has @realDonaldTrump told? Here's a sampling: https://t.co/l9tMFZCR0j #TrumpLies https://t.co/qwcxENzlfl",773297377864134656,9/6/2016 23:10:36,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
179,Is that @tedcruz on #gunviolence...or @BernieSanders? https://t.co/UibsAjAy7m,702269469826023424,2/23/2016 23:11:03,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn
180,Jeb is having a great day meeting voters in Iowa! #JebingIt http://t.co/fcqLXXOiFm,611251070094827520,6/17/2015 19:16:26,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
181,Joint op-ed by @HillaryClinton &amp; @TSUedu prez @ggloverpres: Investing in #HBCUs is key to our future https://t.co/tHHv1c82Vx,702125770487910400,2/23/2016 13:40:03,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,christopher,1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,lauryn,christopherlauryn
182,"NEW VIDEO: @JohnKasich is the clear winner of the #GOPDebate. He's the strongest leader with an unmatched record.
https://t.co/wMYSBlRiqx",705782323149561856,3/4/2016 15:49:53,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
183,"NEW: @HFA launches Nuestros Negocios, Nuestra Amrica, Empowering Latino Small Business Owners to Mobilize Voters https://t.co/SlbFK98EQr",768071952770732032,8/23/2016 13:06:38,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
184,"NV Sen. Heller endorsed Rubio for President b/c he will unite conservatives, grow our party, &amp; win in Nov. #NVcaucus https://t.co/blGzQs9z7G",701885443395047424,2/22/2016 21:45:04,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
185,Our first 4 digital ads will work to mobilize Hispanic voters in crucial swing states. https://t.co/ZA5DZdseVk,740998426028953600,6/9/2016 20:06:06,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
186,People won't stop criticizing @HillaryClinton for raising her voice. https://t.co/2Imujhwr6w? via @achorowitz,695650316394590208,2/5/2016 16:48:54,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
187,Report: @realDonaldTrump's tax plan would give over a third of all tax breaks to top 1%. #WrongForUs https://t.co/19S9TBILJw,696156016036159488,2/7/2016 2:18:22,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn
188,RT @_cingraham: I seriously can't get over Trump's backdrop last night. It's like Triumph of the Will meets the Onion https://t.co/YP62FYLN,756571995098193920,7/22/2016 19:29:54,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
189,RT @adalineintexas: It DOES make a difference crooked #hillaryclinton ! #TrumpPence16 #foxnews #abc #nbc #cbs #hillaryclinton https://t.co/,765147844558917632,8/15/2016 11:27:16,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
190,"RT @AFSpace: SBIRS HEO-3 checkout complete! Ready for missile warning, infrared surveillance. http://t.co/SgR0PZWgKi @AF_SMC @BuckleyAFB @U",598861754123227136,5/14/2015 14:45:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
191,RT @CarlyFiorina: My plan to rebuild our nation and restore leadership to the Oval Office: https://t.co/wjXnVU96dG,689512345677205504,1/19/2016 18:18:48,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
192,RT @DailyCaller: Lindsey Graham Uses Memorable Lines To Stand Out In Undercard Debate https://t.co/AhvmFVpzYw https://t.co/xWGuq8LK2p,659662942942732288,10/29/2015 9:27:56,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
193,RT @DLoesch: Cruz is winding up to hit Rubio on gang of 8 again. #GOPDebate,687849351016677376,1/15/2016 4:10:39,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
194,RT @FoxBusiness: .@CarlyFiorina slammed the Obama administration's #ISIS policy. #GOPDebate https://t.co/CN1MjzLnWm,676964321075855360,12/16/2015 3:17:26,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn
195,RT @FoxNews: .@tedcruz on illegal immigration: There are far too many in the Washington cartel that support amnesty. #GOPDebate http://t.co,629466250163421184,8/7/2015 1:37:03,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn
196,"RT @FRCAction: With a sly look and special emphasis on the word Constitution"" Justice Ginsburg officiates same-sex wedding: http://t.co/Pr",600728501906313216,5/19/2015 18:23:30,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christopher,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn
197,"RT @judy5751: @andersonDrLJA @DraftRunBenRun  ""We the People"" #BC2DC2016 Integrity, Common Sense, Has everything DC doesn't https://t.co/kv",692835234279137280,1/28/2016 22:22:46,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
198,RT @keraladubai: @tedcruz45 @RedNationRising http://t.co/3Phx4YWLpB,598253640554414080,5/12/2015 22:29:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,christopherlauryn
199,"RT @KerryPicket: Carson, Walker, Cruz, Trump get considerable cheers while Jeb and Christie get booed at #rsg15 #gopdebate",629468913819123712,8/7/2015 1:47:38,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
200,RT @LexiStemple: .@KellyAyotte's pple say they're getting LOTS of positive reaction to statement supporting @CarlyFiorina #LetCarlyDebate #,695295232863248384,2/4/2016 17:17:56,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
201,RT @Madison_Project: @StoryCountyGOP Heard of @RepRodBlum? See why we're backing him and how you can help get him to office: http://t.co/yi,593550510998687744,4/29/2015 23:00:44,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,lauryn,christopherlauryn
202,RT @marcorubio: Registration for the Nevada caucuses closes TOMORROW. Make sure you're ready to caucus: https://t.co/R9WSF2BwCr #NVforMarco,698221390902726656,2/12/2016 19:05:26,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
203,RT @marietheresa3: #CarsonOnCNN he is a brilliant man and leader. I can hear logical and also inspired speech. He is above pettiness of med,652174520292384768,10/8/2015 17:31:37,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
204,RT @megynkelly: .@ChrisStirewalt on #GOPDebate: I think @RealBenCarson was pretty clearly the winner. #KellyFile,664317931002687488,11/11/2015 5:45:11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
205,"RT @nomoreclintons: @DraftRunBenRun @less_bs @KBer10 
I have loved listening to him since the presidential breakfast speech",688575850090860544,1/17/2016 4:17:30,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,christopherlauryn
206,RT @rickwtyler: Ted Cruz: Loretta Lynch Confirmation a Travesty of Justice http://t.co/Tg5fLluEfA via @BreitbartNews,591741673576603648,4/24/2015 23:13:03,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
207,RT @robertwcoon: . @AsaHutchinson &amp; @marcorubio have taken the stage in Conway #Marcomentum #arpx https://t.co/17D59eKiWV,704416886528708608,2/29/2016 21:24:07,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
208,"RT @StevenTDennis: One of Trump's biggest tax code changes would eliminate the estate tax, helping the children of really rich people like",783058872860803072,10/3/2016 21:39:18,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn
209,"RT @tedcruz: I have not voted on TPP, and I havent decided if I will support it or not because the negotiation isnt complete: https://t.c",609594540521959424,6/13/2015 5:33:58,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn
210,"RT @tedcruz: Watch our #CruzCountry Christmas Tour stop in Tulsa, OK, with @RepJBridenstine LIVE here: https://t.co/YoyPA53DoA",679710042900189184,12/23/2015 17:07:57,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn
211,RT @TheView: This just happened: @MartinOMalley sang @taylorswift13's #BadBlood on @TheView! https://t.co/TDdbdEKW6G,656514093675757568,10/20/2015 16:55:32,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
212,"RT @tonyurso1: #Cruz2016 grassrts 7/18 Tampa FL @TedCruz @TedCruz45 @FloridaGOP
@FloridaGOPWomen @FLGOPMajority @GaRepublicans https://t.co",599260727707217920,5/15/2015 17:11:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
213,RT @walterolson: Rick Perry mentions litigation reform in Texas -- several GOP candidates have strong records on that but he's acknowledged,628344152187609088,8/3/2015 23:18:14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
214,"Scott Walker: As President, I'll stop Planned Parenthood funding immediately. #FFCDinner",645412016132259840,9/20/2015 1:39:50,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christopher,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn
215,Ted Cruz is a fighter and Rubio is....not --&gt;Marco Rubio Does Not Fight - https://t.co/BszP86sl3V via @CaffThoughts,699392589531869184,2/16/2016 0:39:22,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
216,Ted Cruz refuses to play 'good Republican' via @RedState http://t.co/imiw5Na5NW #2016election,631804702905208832,8/13/2015 12:29:14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn
217,There are so many problems with our health care system. We asked how you would fix them: https://t.co/phD0MvpHGA #Carly2016,681942801815191552,12/29/2015 21:00:08,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,christopher,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,lauryn,christopherlauryn
218,"There's a traffic jam in the establishment lane, as @GOP candidates brutally attack each other in effort to win NH https://t.co/6xTnuVlcli",694994786491699200,2/3/2016 21:24:04,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
219,This is how #Trump shows respect for our nation's veterans. https://t.co/1JshzaOFrY https://t.co/slpB642CbQ,782957453017219072,10/3/2016 14:56:18,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,christopher,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn
220,"Trump thinks were fools. Bankruptcies, supports eminent domain, mistreated Veterans. He puts Trump first &amp; us last.
https://t.co/88jRPakKBh",703159254203518976,2/26/2016 10:06:44,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
221,Urgent- Sign petition now to stand with @tedcruz against the surrender caucus: http://t.co/BDhJH67wuy. #DefundPP #DefundPlannedParenthood,648605881202962432,9/28/2015 21:11:07,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,christopher,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,lauryn,christopherlauryn
222,"WATCH: Marco Rubio knows what it means to be Presidential. Vote Marco on Tuesday.
https://t.co/i4pJZENWSe",708347188703682560,3/11/2016 17:41:44,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn
223,We need a strong conservative leader: https://t.co/ERZe1wfLxh https://t.co/4bPlZRWL0D,669183924015398912,11/24/2015 16:00:54,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
224,"Well, they certainly wont be calling you Mr. President. https://t.co/bePKaiM8v0",766314839723474944,8/18/2016 16:44:29,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
225,"While @HillaryClinton has been transparent with her emails, the GOP candidates have not: http://t.co/hDIjRA3q10 #HRC365",635478607486279680,8/23/2015 15:48:01,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn
